435,"STONE, MARGARET","('Margaret Carter (Earth-616)', 86)"
436,"STONE, MEG","('Marshall Stone III (Earth-616)', 86)"
437,"STONE, NELSON","('Franklin Nelson (Earth-616)', 86)"
438,"STONE, TIBERIUS","('Marshall Stone III (Earth-616)', 86)"
439,STONE-FACE,"('Marshall Stone III (Earth-616)', 86)"
440,STONECOLD/,"('Stone Colossus (Earth-616)', 80)"
441,STONECUTTER/UTAMA TO,"('TOR\\/test', 53)"
442,STONEWALL/LOUIS HAMI,"('James Louis Prindle (Earth-616)', 86)"
443,STORM 2013,"('Jonathan Storm (Earth-616)', 86)"
444,STORM DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
445,STORM DOPPELGANGER I,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
446,"STORM, CHILI","('Jonathan Storm (Earth-616)', 86)"
447,"STORM, JOHNNY | MUTA","('Jonathan Storm (Heroes Reborn) (Earth-616)', 86)"
448,"STORM, SUE | TIMESLI","('Jonathan Storm (Heroes Reborn) (Earth-616)', 86)"
449,STORM/ORORO MUNROE S,"('Jonathan Storm (Heroes Reborn) (Earth-616)', 86)"
450,STORMER,"('Baal (Sandstormers) (Earth-616)', 90)"
451,STRACU,"('Eugene Strausser (Earth-616)', 75)"
452,"STRANG, COL./LT. GAR","('Stephen Strange (Counter-Earth) (Earth-616)', 63)"
453,STRANGE,"('Stephen Strange (Earth-616)', 90)"
454,STRANGER,"('Stranger (Cosmic Being) (Earth-616)', 90)"
455,STRANGLEHOLD,"('Stranglehold (Damocles Foundation) (Earth-616)', 90)"
456,STRANGLER,"('Soul-Strangler (Earth-616)', 90)"
457,STRIDER,"('Strider (Earth-616)', 90)"
458,STRIKER,"('Soulstriker (Earth-616)', 90)"
459,"STRIKER, SAM","('Sam Yates (Earth-616)', 86)"
460,"STRINGER, AMY","('Amy Powell (Earth-616)', 86)"
461,STROBE/,"('Terminus (Destroyer) (Earth-616)', 75)"
462,STRONG GUY DOPPELGAN,"('Anthony Stark (Doppelganger) (Earth-616)', 63)"
463,STRONG GUY | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)"
464,STRONG GUY/GUIDO CAR,"('Ogun Strong (Earth-616)', 60)"
465,"STRONG, MARTIN HENRY","('Henry McCoy (Skrull) (Earth-616)', 86)"
466,"STRONG, SUSAN","('Susan Storm (Earth-616)', 86)"
467,STRONGARM II/ARMSTRO,"('Seeker II (Inhuman) (Earth-616)', 86)"
468,STRONGARM/,"('Samson (Strongman) (Earth-616)', 70)"
469,STRONGHOLD/,"('Stronghold (Heavy Mettle) (Earth-616)', 90)"
470,STRONTIUM-90/,"('Strontium-90 (Earth-616)', 90)"
471,"STROUD, SIMON","('Simon Williams (Earth-616)', 86)"
472,"STROUGHTON, WILLIAM","('Steven Rogers (William Burnside) (Earth-616)', 86)"
473,"STRUCKER, ANDREA","('Wolfgang von Strucker (Earth-616)', 86)"
474,"STRUCKER, ANDREAS","('Wolfgang von Strucker (Earth-616)', 86)"
475,"STRUNK, BELLA","('Bella Donna Boudreaux (Earth-616)', 86)"
476,STRYFE,"('Leopold Stryke (Earth-616)', 75)"
477,"STRYKER, WILLIS","('William Stryker (Earth-616)', 86)"
478,"STUART, BRIG. ALYSAN","('Stuart Anthony Whyte (Earth-616)', 86)"
479,"STUART, DR.","('Alistaire Stuart (Earth-616)', 86)"
480,"STUART, DR. ALISTAIR","('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
481,STUNNER/ANGELINA BRA,"('Angelina Brancale (Earth-616)', 61)"
482,STUNT-MASTER/GEORGE ,"('George Washington Bridge (Earth-616)', 86)"
483,"STURDY, PROF. KENNET","('Kenneth Sturdy (Earth-616)', 59)"
484,"STYGE, REV.","('Nils Styger (Earth-616)', 72)"
485,STYGIAN STARBENDER,"('Kristine Saunders (Earth-616)', 55)"
486,STYGLUT/,"('Karl Gluten (Earth-616)', 61)"
487,STYRAK,"('Tyrak (Earth-616)', 75)"
488,STYX II,"('Shingen Harada II (Earth-616)', 86)"
489,STYX/JACOB EICHORN,"('Jacob Gavin, Jr. (Earth-616)', 86)"
490,"SU, DR. KO BIN","('Aladi Ko Eke (Earth-616)', 86)"
491,"SUAREZ, RAPHAEL","('Raphael Zoran (Earth-616)', 86)"
492,SUB-MARINER | MUTANT,"('Headhunter (Mutant) (Earth-616)', 86)"
493,SUB-MARINER/NAMOR MA,"('Namor McKenzie (Heroes Reborn) (Earth-616)', 86)"
494,"SUEE, FAH LO","('Fah Lo Suee (Earth-616)', 86)"
495,SUGAR MAN,"('Spider-Man (Peter Parker)', 86)"
496,SUICIDE/CHRIS DANIEL,"('Daniel Jones (Torpedo) (Earth-616)', 86)"
497,"SUKHAROV, DIMITRI","('Dimitri Bukharin (Earth-616)', 86)"
498,"SUKHAROV, VIKTORIA","('Viktor Uvarov (Earth-616)', 57)"
0,"SUMMERS, DEBORAH","('Scott Summers (Earth-616)', 86)"
1,"SUMMERS, MADELYNE MA","('Christopher Summers (Earth-616)', 86)"
2,"SUMMERS, NATHAN CHRI","('Christopher Summers (Earth-616)', 86)"
3,"SUMMERS, PHILIP","('Scott Summers (Earth-616)', 86)"
4,"SUMMERS, SCOTT III |","('Warren Worthington III (Earth-616)', 86)"
5,SUMO,"('Maki Matsumoto (Earth-616)', 90)"
6,"SUN, LIN","('Lin Sun (Earth-616)', 86)"
7,SUN-TAO,"('Sun Tao (Earth-616)', 90)"
8,SUNDANCE,"('Sundance (Earth-616)', 90)"
9,SUNDER,"('Kevin Plunder (Earth-616)', 75)"
10,SUNDOWN/DR. DAVE LOW,"('Steven Rogers (Dr Bong Clone) (Earth-616)', 86)"
11,SUNDRAGON/PAMELA DOU,"('Sea Dogs', 60)"
12,SUNFIRE/SHIRO YASHID,"('Sunfire (North Korean Mutate) (Earth-616)', 86)"
13,SUNFIRE/SHIRO YOSHID,"('Sunfire (North Korean Mutate) (Earth-616)', 86)"
14,SUNSET,"('Sunset Bain (Earth-616)', 90)"
15,SUNSET GRACE,"('Grace Powell (Earth-616)', 86)"
16,SUNSHINE/AUTUMN MACR,"('Susan in Sunshine (Legion Personality) (Earth-616)', 86)"
17,SUNSPOT/ROBERTO DACO,"('Roberto da Costa (Reignfire) (Earth-616)', 86)"
18,SUNSPYRE/LEYU YOSHID,"('Leyu Yoshida (Earth-616)', 59)"
19,SUNSTROKE/,"('Lady of Ten Suns (Earth-616)', 61)"
20,SUNTURION II/MIKE ST,"('Claudette and Nicole St. Croix (Earth-616)', 86)"
21,SUNTURION/ARTHUR DEA,"('Arthur Parks (Heroes Reborn) (Earth-616)', 86)"
22,SUPER SABRE/MARTIN F,"('Marvex the Super-Robot (Earth-616)', 86)"
23,SUPER SKRULL/KL'RT,"('Edwin Jarvis (Skrull) (Earth-616)', 86)"
24,SUPER-ADAPTOID/ALESS,"('Marvex the Super-Robot (Earth-616)', 86)"
25,SUPER-ANDROID F-4,"('Human Torch (Android) (Earth-616)', 86)"
26,SUPER-NOVA,"('Super-Adaptoid (Earth-616)', 86)"
27,SUPER-PATRIOT,"('Super-Patriot (Earth-616)', 90)"
28,SUPERCHARGER/,"('Mister Chambers (Earth-616)', 60)"
29,"SUPERIA/WENTWORTH, D","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
30,SUPREME COMMANDER,"('Supreme Intelligence (Earth-616)', 86)"
31,SUPREME INTELLIGENCE,"('Supreme Intelligence (Earth-616)', 90)"
32,SUPREME ONE,"('Supreme One (Earth-616)', 90)"
33,SUPREMOR,"('Supramor (Earth-616)', 79)"
34,SURESHOT,"('Short Fuse (Earth-616)', 64)"
35,SURGE,"('Surge (Alien) (Earth-616)', 90)"
36,SURGEON GENERAL/ANGE,"('Lieutenant General Fredricks (Earth-616)', 86)"
37,SURTUR,"('Surtur (Earth-616)', 90)"
38,"SUTTON, JOHN","('John Jonah Jameson (Earth-616)', 86)"
39,"SUVOROV, ADMIRAL GRI","('Griefsavor', 60)"
40,SUWAN,"('Suwan (Earth-616)', 90)"
41,SUZIE,"('Suzi Endo (Earth-616)', 76)"
42,SVAROG,"('Svarog (Earth-616)', 90)"
43,SVYATOGOR/SASHA POKR,"('Sasha Yamir (Earth-616)', 51)"
44,"SWANN, DR. EVAN","('En Sabah Nur (Evan Sabahnur) (Earth-616)', 86)"
45,SWARM/FRITZ VON MEYE,"('Wolfgang von Strucker (Earth-616)', 86)"
46,SWEEPZWEAK,"('Sleepwalker (Earth-616)', 63)"
47,SWIFT/,"('Jonathan Swift (Earth-616)', 90)"
48,SWITCH/DEVON ALOMAR,"('Devon Alomar (Earth-616)', 73)"
49,"SWITZLER, BEVERLY","('Beverly Switzler (Earth-616)', 86)"
50,SWORDSMAN II/COTATI,"('Swordsman (Heroes Reborn) (Earth-616)', 86)"
51,SWORDSMAN III/PHILIP,"('Warren Worthington III (Earth-616)', 86)"
52,SWORDSMAN IV/,"('Jester IV (Earth-616)', 86)"
53,SWORDSMAN/JACQUES DU,"('Swordsman (Heroes Reborn) (Earth-616)', 86)"
54,SYBIL,"('Oracle (Sybil) (Earth-616)', 90)"
55,SYBYL DORN,"('Sybyl Dorn (Earth-616)', 90)"
56,SYLPH,"('Sisyphus (Earth-616)', 72)"
57,SYNAPSE/,"('Psynapse (Earth-616)', 90)"
58,SYNARIO/ANGELA BRADF,"('Angela Bradford (Earth-616)', 64)"
59,SYNCH/EVERETT THOMAS,"('Thomas Philip Moreau (Earth-616)', 86)"
60,SYNRAITH,"('Synraith (Earth-616)', 90)"
61,SYPHONN,"('Syphonn (Earth-616)', 90)"
62,SYRRH,"('Byrrah (Earth-616)', 72)"
63,"SZARDOS, MARGALI","('Jimaine Szardos (Earth-616)', 86)"
64,"SZARDOS, STEFAN","('Jimaine Szardos (Earth-616)', 86)"
65,SZARKUS,"('Ophelia Sarkissian (Earth-616)', 64)"
66,T,"('Nanotron', 90)"
67,T'CHAKA,"(""T'Chaka (Earth-616)"", 90)"
68,T'KYLL ALABAR,"(""T'kyll Alabar (Earth-616)"", 90)"
69,T-RAY/WADE WILSON,"('Wade Wilson (Evil Deadpool) (Earth-616)', 86)"
70,"TABESHAW, HARRY","('Harry Leland (Earth-616)', 86)"
71,TABOO,"('Taboo (Earth-616)', 90)"
72,TABULA RASA,"('Natalia Romanova (Earth-616)', 58)"
73,TABUR,"('Tabur (Earth-616)', 90)"
74,TAE,"('Antaeus (Earth-616)', 90)"
75,TAGAK,"('Tagak (Earth-616)', 90)"
76,TAGAR,"('Tagar (Earth-616)', 90)"
77,TAI,"('Captain Rocke (Earth-616)', 90)"
78,TAI II,"('Tai (Well of All Things) (Earth-616)', 86)"
79,TAIFU/TOSHIO SASAKI,"('Toshio Sasaki (Earth-616)', 77)"
80,"TAKACHIHO, HIRO","('Hiro Takachiho (Earth-616)', 86)"
81,"TAKACHIHO, MRS.","('Hiro Takachiho (Earth-616)', 86)"
82,"TAKAHAMA, JANE","('Mary Jane Watson (Earth-616)', 86)"
83,"TAKAHAMA, ROBERT","('Hulk (Robert Bruce Banner)', 86)"
84,"TAKAHASHI, REI","('Takashi (The Hand) (Earth-616)', 64)"
85,TAKAR,"('Makkari (Earth-616)', 72)"
86,"TAKIMOTO, RON","('Talla Ron (Earth-616)', 86)"
87,TAKU,"('Taku (Earth-616)', 90)"
88,"TAL, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)"
89,"TALBOT, GLENN","('Glenn Talbot (Earth-616)', 86)"
90,"TALBOT, MAJ. MATT","('Matt (Sentinel) (Earth-616)', 86)"
91,TALISMAN,"('Talisman (Australian) (Earth-616)', 90)"
92,TALISMAN II/ELIZABET,"('Talisman (Australian) (Earth-616)', 86)"
93,TALISMAN III/NAHITA,"('Warren Worthington III (Earth-616)', 86)"
94,TALO,"('Shir Ydrn Talonis (Earth-616)', 90)"
95,TALOS,"('Talos (Earth-616)', 90)"
96,TANA NILE,"('Tana Nile (Earth-616)', 90)"
97,"TANAKA, GEORGE","('George Tarleton (Earth-616)', 86)"
98,"TANAKA, KENJIRO","('Kenjiro Tanaka (Earth-616)', 86)"
99,"TANAKA, OPAL","('Kenjiro Tanaka (Earth-616)', 86)"
100,"TANAKA, RITA","('Rita Wayword (Earth-616)', 86)"
101,TANGERINE 2013,"('Tangerine (Earth-616)', 74)"
102,"TANNEN, PAUL","('Jean-Paul Beaubier (Earth-616)', 86)"
103,"TANNEN, VINCENT","('Mesmero (Vincent) (Earth-616)', 86)"
104,"TANNER, ARCHIE","('Jacko Tanner (Earth-616)', 86)"
105,"TANNER, JACKO","('Jacko Tanner (Earth-616)', 86)"
106,TANTE MATTIE,"('Mattie Baptiste (Earth-616)', 86)"
107,TANTRUM/,"('Delbert (Tantrum) (Earth-616)', 90)"
108,TAR,"('Jack Tarr (Earth-616)', 90)"
109,TARAKIS,"('Tarakis (Earth-616)', 90)"
110,TARANTULA II/CAPT. L,"('Seeker II (Inhuman) (Earth-616)', 86)"
111,TARANTULA/ANTON MIGU,"('Anton Miguel Rodriquez (Earth-616)', 86)"
112,TARBABY,"('Tar Baby (Earth-616)', 77)"
113,TAREE,"('George Tarleton (Earth-616)', 72)"
114,TAREVA,"('Tareva (Earth-616)', 90)"
115,TARGET,"('Target (Earth-616)', 90)"
116,TARGON,"('Targon (Earth-616)', 90)"
117,TARNOK-KOL,"('Tarnok-Kol (Earth-616)', 90)"
118,TAROOK,"('Tarook (Earth-616)', 90)"
119,TAROT/MARIE-ANGE COL,"('Jeanne-Marie Beaubier (Earth-616)', 86)"
120,"TARR, BLACK JACK","('Jack Harrison (Earth-616)', 86)"
121,TARTARUS,"('Tartarus (Neo) (Earth-616)', 90)"
122,TASHA,"('Tasha (Mutant) (Earth-616)', 90)"
123,TASKMASTER,"('Captain America (Taskmaster Robot) (Earth-616)', 90)"
124,TATSU'O,"(""Tatsu'o (Earth-616)"", 90)"
125,TATTERDEMALION/,"('Tattooed Man (Earth-616)', 58)"
126,"TAUREY, SIR WILLIAM","('Steven Rogers (William Burnside) (Earth-616)', 86)"
127,"TAUREY, WILLIAM MALC","('Steven Rogers (William Burnside) (Earth-616)', 86)"
128,TAURUS II/,"('Shingen Harada II (Earth-616)', 86)"
129,TAURUS/CORNELIUS VAN,"('Michael van Patrick (Patrick) (Earth-616)', 86)"
130,"TAYLOR, JACK","('Jack Russell (Earth-616)', 86)"
131,"TAYLOR, JENNA","('Dwayne Taylor (Earth-616)', 86)"
132,"TAYLOR, LEILA","('Dwayne Taylor (Earth-616)', 86)"
133,TECH-NOIR/,"('Mako (Project Ultra-Tech) (Earth-616)', 86)"
134,TECHNARX,"('Technarx (Heroes Reborn) (Earth-616)', 90)"
135,TECHNOCRAT/RANDY,"('Randy Clayton (Earth-616)', 86)"
136,TECHNOSPIKE,"('Striker (Hatchitech) (Earth-616)', 62)"
137,TEFRAL,"('Tefral (Earth-616)', 90)"
138,TEI,"('Chase Stein (Earth-616)', 90)"
139,TELLIS,"('Angela Tortelli (Earth-616)', 78)"
140,TEMPEST II/NICOLETTE,"('Seeker II (Inhuman) (Earth-616)', 86)"
141,TEMPEST/GRANNZ,"('Stephen Strange (Earth-616)', 58)"
142,TEMPLAR/IAN FITZWILL,"('Lord Templar (Tremont) (Earth-616)', 86)"
143,"TEMPLE, CLAIRE","('Lance Temple (Outlaw Kid) (Earth-616)', 86)"
144,TEMPO,"('Lance Temple (Outlaw Kid) (Earth-616)', 72)"
145,TEMPUS,"('Artemus Pithins (Earth-616)', 75)"
146,TEN FOR,"('Ten-For (Earth-616)', 90)"
147,TEN-THIRTIFOR,"('Ten-Thirtifor (Earth-616)', 90)"
148,TENDRIL/RIVER VERYS,"('River Verys (Earth-616)', 69)"
149,TENEBRAE,"('Bonebreaker (Earth-616)', 68)"
150,TENELLE,"('Tenelle (Earth-616)', 90)"
151,"TENG, NIKKI","('General Nikki (Earth-616)', 86)"
152,"TENKO, CARTER","('Sharon Carter (Earth-616)', 86)"
153,"TENNYSON, JACOB","('Jacob Conover (Earth-616)', 86)"
154,TENPIN/ALVIN HEALEY,"('Alvin Healey (Earth-616)', 73)"
155,TEQUILA/,"('Tequila (Earth-616)', 90)"
156,TERMINATOR,"('Exterminators (Earth-616)', 90)"
157,TERMINATOR II/PRINCE,"('Seeker II (Inhuman) (Earth-616)', 86)"
158,TERMINUS,"('Terminus (Destroyer) (Earth-616)', 90)"
159,TERRAFORMER/SAM,"('Sam Silvercloud (Earth-616)', 86)"
160,TERRAX,"('Terraxia (Earth-616)', 90)"
161,TERRAX II/TYROS,"('Shingen Harada II (Earth-616)', 86)"
162,TERRAXIA,"('Terraxia (Earth-616)', 90)"
163,"TERREL, DEBORAH","('Deborah Harris (Earth-616)', 86)"
164,TERRIGENE,"('Terrigene (Earth-616)', 90)"
165,TERROR II,"('Shingen Harada II (Earth-616)', 86)"
166,TERROR/LASLO PEVELY,"('Green Terror (3Xs Foe) (Earth-616)', 86)"
167,TESS-ONE,"('TESS-One (Earth-616)', 90)"
168,TESSA,"('Tessa (Vampire) (Earth-616)', 90)"
169,TETHERBLOOD/,"('Teacher (Bloodhawk) (Earth-616)', 66)"
170,TETHRA,"('Tethra (Earth-616)', 90)"
171,TEUTONIC KNIGHT/FRAN,"('Black Knight (Young Masters) (Earth-616)', 86)"
172,TEXAS TWISTER/DREW D,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
173,TEZCATLIPOCA,"('Tezcatlipoca (Earth-616)', 90)"
174,THAIS,"('Thais (Earth-616)', 90)"
175,THAKOS,"('Thakos (Earth-616)', 90)"
176,THALLIUM,"('Thallium (Element) (Earth-616)', 90)"
177,"THAMES, SERIPHA","('Saripha Thames (Earth-616)', 86)"
178,"THAN, VELENA","(""V'Zarr-Than (Earth-616)"", 86)"
179,THANADEMOS,"('Thanademos (Earth-616)', 90)"
180,THANE ECTOR,"('Thane Ector (Earth-616)', 90)"
181,THANOS,"('Thanos (Earth-616)', 90)"
182,THANOS DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
183,THENA,"('Athena Parthenos (Earth-616)', 90)"
184,THERA,"('Thera (Shadow Consortium) (Earth-616)', 90)"
185,THERAK,"('Thera (Earth-616)', 78)"
186,THERMAL MAN,"('Thermal Man (Earth-616)', 90)"
187,THERMITE/,"('Katherine Pryde (Earth-616)', 68)"
188,THERMO II/,"('Shingen Harada II (Earth-616)', 86)"
189,THERMO/DR. WALTER MI,"('Walter (X-Men Students) (Earth-616)', 86)"
190,THERNON,"('Thernon (Earth-616)', 90)"
191,THIN MAN/BRUCE DICKS,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
192,THING DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
193,THING DOPPELGANGER I,"('Peter Parker (Doppelganger) (Earth-616)', 86)"
194,THING/BENJAMIN J. GR,"('Benjamin Grimm (Heroes Reborn) (Earth-616)', 86)"
195,THINGEE,"('Mr. Ingersol (Earth-616)', 74)"
196,THINKER,"('Mad Thinker (Earth-616)', 90)"
197,THOG,"('Thog (Earth-616)', 90)"
198,"THOMAS, BECKY","('Thomas Raymond (Earth-616)', 86)"
199,"THOMAS, COMMANDER DA","('Roberto da Costa (Reignfire) (Earth-616)', 86)"
200,"THOMAS, DR. JOHN","('John Jonah Jameson (Earth-616)', 86)"
201,"THOMAS, DR. STAN","('Thomas Raymond (Earth-616)', 86)"
202,"THOMAS, IDA","('Thomas Raymond (Earth-616)', 86)"
203,"THOMAS, JEANIE","('Thomas Raymond (Earth-616)', 86)"
204,"THOMAS, KIM HO TWAE","('Han, Chang, Lin, Sun, and Ho Tao-Yu (Earth-616)', 86)"
205,"THOMAS, ROY","('Thomas Raymond (Earth-616)', 86)"
206,"THOMPSON, EUGENE FLA","('Eugene van der Merwe (Earth-616)', 86)"
207,"THOMPSON, HARRISON","('Harrison Thompson (Earth-616)', 86)"
208,"THOMPSON, JESSICA JE","('Jessica Jones (Skrull) (Earth-616)', 86)"
209,"THOMPSON, ROSIE","('Eugene Thompson (Earth-616)', 86)"
210,THOR II/ROGER RED NO,"('Red Raven (Liberty Legion) (Earth-616)', 86)"
211,THOR III DOPPELGANGE,"('Warren Worthington III (Earth-616)', 86)"
212,THOR IV/DARGO,"('Thor Odinson (Ragnarok) (Earth-616)', 86)"
213,THOR REPLICOID,"('Thor Odinson (Ragnarok) (Earth-616)', 86)"
214,THOR | EARTH 253,"('Benjamin Grimm (Earth-616)', 86)"
215,THOR | MUTANT X-VERS,"('Thor Odinson (Ragnarok) (Earth-616)', 86)"
216,THOR/DR. DONALD BLAK,"('Thor Odinson (Ragnarok) (Earth-616)', 86)"
217,THORNN,"(""Thornn (Salem's Seven) (Earth-616)"", 90)"
218,THORNN II/LUCIA CALL,"('Seeker II (Inhuman) (Earth-616)', 86)"
219,"THORPE, GAVIN","('Jacob Gavin, Jr. (Earth-616)', 86)"
220,"THORPE, GORDON","('Gordon Fraley (Earth-616)', 86)"
221,"THORPE, LUKE","('Luke Cage (Earth-616)', 86)"
222,"THORSON, DR. WALTER","('Walter Thorson (Earth-616)', 86)"
223,THOUSAND,"('Thulsa Doom (Earth-616)', 68)"
224,THRAXON,"('Dr Thaxton (Earth-616)', 77)"
225,THREADGOLD,"('Threadgold (Earth-616)', 90)"
226,THREE-FACE,"('Face (Inferno Baby) (Earth-616)', 86)"
227,THREETREES,"('Linda Littletrees (Earth-616)', 63)"
228,THRENODY,"(""Threnody's child (Earth-616)"", 90)"
229,THUG,"('Sssesthugar (Earth-616)', 90)"
230,"THULE, GEN.","('Kenneth Hale (Earth-616)', 63)"
231,THUMBELLINA,"('Melina Vostokoff (Earth-616)', 62)"
232,THUMPER,"('\\""Thumper\\"" Morgan (Earth-616)', 90)"
233,THUNDERBALL/DR. ELIO,"('Eliot Franklin (Thunderball) (Earth-616)', 86)"
234,THUNDERBIRD II/JAMES,"('Wolverine (James \\""Logan\\"" Howlett)', 86)"
235,THUNDERBIRD III/NEAL,"('Warren Worthington III (Earth-616)', 86)"
236,THUNDERBIRD/JOHN PRO,"('John Jonah Jameson III (Earth-616)', 86)"
237,THUNDERBOLT II/LUIS,"('Seeker II (Inhuman) (Earth-616)', 86)"
238,THUNDERBOLT/BILLY CA,"('Blacklash (Thunderbolts) (Earth-616)', 63)"
239,THUNDERFIST/,"('Wolf (Thunderiders) (Earth-616)', 66)"
240,THUNDERHEAD/,"('Thomas Thunderhead (Earth-616)', 90)"
241,THUNDERSTRIKE/ERIC K,"('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)"
242,THUNDERSWORD,"('Thunder (Two-Gun Kid) (Earth-616)', 68)"
243,THUNDRA,"('Eliot Franklin (Thunderball) (Earth-616)', 77)"
244,"THURM, ETHAN","('Ethan Edwards (Earth-616)', 86)"
245,TIAMAT,"('Tiamat (Champion) (Earth-616)', 90)"
246,TICKTOCK,"('Tick Tock (Earth-616)', 79)"
247,"TIERS, MICHELLE","('Michelle Balters (Earth-616)', 86)"
248,TIGER SHARK/TODD ARL,"('White Tiger (Evolved Tiger) (Earth-616)', 86)"
249,TIGER WYLDE,"('White Tiger (Evolved Tiger) (Earth-616)', 86)"
250,TIGRA/GREER NELSON,"('William Grant Nelson (Earth-616)', 86)"
251,TIKUAK,"('Tike Alicar (Earth-616)', 60)"
252,"TILBY, TRISH/PATRICI","('Patricia Tilby (Earth-616)', 57)"
253,TILDA,"('Tilda Johnson (Earth-616)', 90)"
254,TILLIE THE HUN/MATIL,"('It the Living Colossus (Earth-616)', 86)"
255,"TILTON, ROLAND R.","('Roland Burroughs (Earth-616)', 86)"
256,TIMBERIUS,"('Timberius (Earth-616)', 90)"
257,TIMBERIUS II,"('Timberius (Earth-616)', 86)"
258,TIMEBOMB/LOUIS JOUBE,"('James Louis Prindle (Earth-616)', 86)"
259,TIMESHADOW,"('Timeshadow (Earth-616)', 90)"
260,TIMESLIP/RINA PATEL,"('Mary Rina (Heroes Reborn) (Earth-616)', 86)"
261,TIMESLOT,"('Mime', 68)"
262,TIMMONS,"('Harper Simmons (Earth-616)', 77)"
263,TINAC,"('Alexandra Rasputina (Earth-616)', 76)"
264,"TINKER, SHEA","('Rick Shea (Earth-616)', 86)"
265,TINKERER,"('Tinkerer (Skrull) (Earth-616)', 90)"
266,TITAN,"('Titan (Earth-616)', 90)"
267,"TITAN, TRISH","('Atlas (Titan) (Earth-616)', 86)"
268,TITANIA II/MARY SKEE,"('Mary Parker (Simulcrum) (Earth-616)', 86)"
269,TITANIA/,"('False Titania (Earth-616)', 90)"
270,TITANIUM MAN III/BOR,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
271,TITANIUM MAN/BORIS B,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)"
272,TITHE COLLECTOR,"('Tithe Collector (Earth-616)', 90)"
273,TIWAZ,"('Scotti Warren (Earth-616)', 72)"
274,TOAD/MORTIMER TOYNBE,"('Mortimer Toynbee (Clone) (Earth-616)', 86)"
275,TOBIAS,"('Tobias (Space Phantom) (Earth-616)', 90)"
276,"TODD, FISHER","('Todd Arliss (Earth-616)', 86)"
277,"TOFIELD, FRANCESCA","('Francesca Tofield (Earth-616)', 86)"
278,TOI/REXEL TOIVEN,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 50)"
279,TOKEN,"('Token (Earth-616)', 90)"
280,TOKKOTS,"('Tokkots (Earth-616)', 90)"
281,TOL-NOK,"('Christoph Nord (Earth-616)', 64)"
282,TOLLIVER,"('Jackson Tolliver (Earth-616)', 90)"
283,"TOLLIVER, EMMA","('Emma Frost (Earth-616)', 86)"
284,"TOLLIVER, MELBA","('Jackson Tolliver (Earth-616)', 86)"
285,"TOLLIVER, REV. JACKS","('Jackson Tolliver (Earth-616)', 61)"
286,"TOLLIVER, SHERIFF JO","('Prairie City Sheriff (Masked Raider) (Earth-616)', 86)"
287,TOLOC,"('Toloc (Earth-616)', 90)"
288,TOM THUMB/THOMAS THO,"('Tom\\u00e1s Ram\\u00edrez (Earth-616)', 86)"
289,TOMAZOOMA,"('Tomazooma (Robot) (Earth-616)', 90)"
290,TOMAZOOMA II,"('Shingen Harada II (Earth-616)', 86)"
291,TOMBSTONE/LONNIE THO,"('Positron (Annie) (Earth-616)', 56)"
292,TOMMY LIGHTNING/,"('Lightning (Tex Morgan) (Earth-616)', 86)"
293,TOMORROW HAWK/CEYOTE,"('Red Hawk (Apache Chief) (Earth-616)', 86)"
294,TONGAH,"('Tongah (Earth-616)', 90)"
295,TOOTHGNASHER,"('Toothgnasher (Earth-616)', 90)"
296,TOOTHGRINDER,"('Toothgrinder (Earth-616)', 90)"
297,TOPAZ,"('Topaz (Earth-616)', 90)"
298,TOPSPIN/DARREN MITCH,"('Moppino (Earth-616)', 53)"
299,TORES,"('Miguela Tores (Earth-616)', 90)"
300,TORG,"('Torgo (Mekkan) (Earth-616)', 90)"
301,TORGO,"('Torgo (Mekkan) (Earth-616)', 90)"
302,"TORK, LT.","('Francis Tork (Earth-616)', 86)"
303,"TORK, SGT.","('Francis Tork (Earth-616)', 86)"
304,TORO II/BENITO SERRA,"('Seeker II (Inhuman) (Earth-616)', 86)"
305,TORO/TOM RAYMOND,"('Thomas Raymond (Earth-616)', 86)"
306,TORPEDO,"('Daniel Jones (Torpedo) (Earth-616)', 90)"
307,TORPEDO II/MICHAEL S,"('Michael Twoyoungmen (Earth-616)', 86)"
308,TORPEDO III/BROCK JO,"('Warren Worthington III (Earth-616)', 86)"
309,TORQUE II,"('Shingen Harada II (Earth-616)', 86)"
310,TOSHI,"('Toshio Sasaki (Earth-616)', 90)"
311,TOTEM,"('Living Totem (Alien) (Earth-616)', 90)"
312,TOUGH LOVE/,"('Tough Love (Earth-616)', 90)"
