Hero,Name,Gender
NURO,"('Nuro (Earth-616)', 90)",Male
"CAGLIOSTRO, ALESSAND","('Cagliostro (O-Bengh) (Earth-616)', 86)",Male
HYPERTRON/CHESTER,"('Chester Phillips (Earth-616)', 86)",Male
KALADAR [SHI'AR],"(""Juber (Shi'ar) (Earth-616)"", 86)",Male
"RABIN, GRETTA","('Benjamin Rabin (Earth-616)', 86)",Male
"WATANABE, EMMALINE B","('Emmaline Watanabe (Earth-616)', 89)",Female
JANUS II,"('Janus Tepes (Earth-616)', 86)",Male
SAGITTARIUS II/,"('Shingen Harada II (Earth-616)', 86)",Male
SENTRY III,"('Warren Worthington III (Earth-616)', 86)",Male
DINU,"('Dinu (Earth-616)', 90)",Male
NANNY II,"('Shingen Harada II (Earth-616)', 86)",Male
"BARTON, SEN.","('Clinton Barton (Earth-616)', 86)",Male
"NIXON, RICHARD","('Richard Jones (Earth-616)', 86)",Male
"SEWARD, ANNE","('Seward Trainer (Earth-616)', 86)",Male
RECOIL/,"('Recoil (Earth-616)', 90)",Male
KASPIN,"('Maura Spinner (Earth-616)', 75)",Female
"MASTERS, DR. AUGUST","('Black Knight (Young Masters) (Earth-616)', 86)",Female
S'LAR,"('Jacques Larocque (Earth-616)', 90)",Male
W'KABI,"(""W'Kabi (Earth-616)"", 90)",Male
"RUBINO, STEVE HEADSE","('Steve (Masked Raider) (Earth-616)', 86)",Male
FACADE,"('Arcade (Earth-616)', 75)",Male
"GRAZIA, VINCENT VINN","('Vincent (Sisterhood of the Wasp) (Earth-616)', 86)",Male
DR. PHOBOS,"('Dr. Yao (Earth-616)', 86)",Male
MORNING STAR/ZVEZDA ,"('Gregor (resident of the Golden Star)', 86)",Male
IRON MAN V/TEEN TONY,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
"REAVES, VERNON","('Vernon van Dyne (Earth-616)', 86)",Male
"ROBESON, PROFESSOR K","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
"MOREAU, PHILLIP","('Phillip Masters (Earth-616)', 86)",Male
"HALE, JONAS","('Vision (Jonas) (Earth-616)', 86)",Male
DISPROSIUM,"('Disprosium (Element) (Earth-616)', 90)",nan
GUILOTINE,"('Sanguine (Earth-616)', 61)",Male
BEAUTIFUL DREAMER,"('Beautiful Dreamer (Morlock) (Earth-616)', 90)",Female
COPPERHEAD/LAWRENCE ,"('Lawrence Zaxton (Demon Duplicate) (Earth-616)', 86)",Male
SCARECROW II,"('Shingen Harada II (Earth-616)', 86)",Male
BLACK LAMA,"('Noah Black (Earth-616)', 86)",Male
"HARKNESS, AGATHA","('Agatha Harkness (Earth-616)', 86)",Female
EL TIGRE,"('Abd-el-Hazred (Earth-616)', 86)",Male
TUTINAX,"('Tutinax (Earth-616)', 90)",Male
MUTAURUS,"('Mutaurus (Earth-616)', 90)",Male
"CENTURY, TURNER D.","('Century (Alien) (Earth-616)', 86)",Male
BATROC/GEORGES BATRO,"('Georges Batroc (Earth-616)', 78)",Male
"PHILLIPS, SIR GORDON","('Sir Percy of Scandia (Earth-616)', 86)",Male
DYNA-MITE/ROGER AUBR,"(""Carol (Roger's wife) (Earth-616)"", 86)",Female
"CORD, JANICE","('Janice Yanizeski (Earth-616)', 86)",Female
"LOGAN, WAYNE","('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
KALI,"('Rama Kaliph (Earth-616)', 90)",Male
"HUXLEY, DR. HORATIO","('Horatio Huxley (Earth-616)', 86)",Male
MASQUE,"('Masque (Morlock) (Earth-616)', 90)",Male
MYSTERIO II/DANIEL B,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 86)",Male
"BILLUPS, AGENT","('Agent X (Nijo) (Earth-616)', 86)",Male
VERITUS,"('Veritus (Earth-616)', 90)",Male
MARVEL WOMAN | MUTAN,"('Old Woman (Red Right Hand) (Earth-616)', 86)",Female
"WATSON, KEVIN","('Mary Jane Watson (Earth-616)', 86)",Female
"SKIN, NYLA","('Skin-Bender (Earth-616)', 86)",Female
"RIORDAN, JIMMY","('Dallas Riordan (Earth-616)', 86)",Female
GEIRRODUR,"('Geirrodur (Earth-616)', 90)",Male
BROKEN MAN,"('Spider-Man (Peter Parker)', 86)",Male
XANDU,"('Xandu (Sorcerer) (Earth-616)', 90)",Male
WRANGLER II/EMILY DO,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"CRAWFORD, GEN.","('Ashley Crawford (Earth-616)', 86)",Female
URCHALLA,"('Turalla (Earth-616)', 74)",Male
PILGRIM,"('Pilgrim (Earth-616)', 90)",Female
PUPPY,"('Callie (James puppy) (Earth-616)', 90)",Male
JUGGERNAUT/CAIN MARK,"('Mark Milton (Zombie Clone) (Earth-616)', 86)",Male
"CONWAY, GERRY","('Gerry Lequarre (Earth-616)', 86)",Male
UNCLE PYKO,"('Pyko (Earth-616)', 86)",Male
FU MANCHU,"(""Fu'se (Earth-616)"", 86)",Male
RED WOLF III/WILL TA,"('Warren Worthington III (Earth-616)', 86)",Male
TRIAX,"('Triax (New Man) (Earth-616)', 90)",Male
KARNAK | MUTANT X-VE,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"SAINT, AMANDA","('Amanda Batavides (Earth-616)', 86)",Female
"PARKER, PETER | TIME","('Peter Parker (Ben Reilly) (Earth-616)', 86)",Male
"TRAINER, DR. SEWARD","('Seward Trainer (Earth-616)', 86)",Male
KALA,"('Hiro-Kala (Earth-616)', 90)",Male
ANGKOR,"('Fangor (Earth-616)', 78)",Male
SABOTEUR/,"('Saboteur (Earth-616)', 90)",Female
"ZIMMER, ABE","('Abraham Zimmer (Earth-616)', 86)",Male
SHAARA,"('Neal Shaara (Earth-616)', 90)",Male
DARKHAWK DOPPELGANGE,"('Peter Parker (Doppelganger) (Earth-616)', 68)",Male
"O'SHAUGNESSY, COLLEE","('George Tarleton (M.O.D.O.K. Superior) (Earth-616)', 86)",Male
MOONDARK,"('Moondark (Earth-616)', 90)",Male
REJECT/RAN-SAK [DEVI,"('Sand Devil', 67)",nan
DANSEN MACABRE,"('Dansen Macabre (Earth-616)', 90)",Female
FIREFALL IV/TARN,"('Sentinels Mk IV (Earth-616)', 86)",nan
WALRUSS,"('Wal Rus (Earth-616)', 77)",Male
WEED,"('Tweedledope (Earth-616)', 90)",Male
PARADOX II,"('Paradox (Strange) (Earth-616)', 86)",Male
DAREDEVIL | MUTANT X,"('Headhunter (Mutant) (Earth-616)', 86)",Female
BRAINSTORM/,"('Brainstorm (Jimmy) (Earth-616)', 90)",Male
"DAKOR, YOGI","('Maha Yogi (Earth-616)', 86)",Male
CRIMSON DYNAMO V/DIM,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)",Male
KAMIKAZE,"('Donald Lamaze (Earth-616)', 61)",Male
TABULA RASA,"('Natalia Romanova (Earth-616)', 58)",Female
NIGHTINGALE/,"('Nightingale (Earth-616)', 90)",Female
ALANYA,"('Mahapralaya (Earth-616)', 78)",Male
TOKKOTS,"('Tokkots (Earth-616)', 90)",Male
TYR,"('Tyros (Earth-616)', 90)",Male
"HARRIS, MONROE","('Jack Monroe (Earth-616)', 86)",Male
BRUTUS,"('Brutus (Earth-616)', 90)",Male
BULLDOZER/HENRY CAMP,"('Henry McCoy (Skrull) (Earth-616)', 86)",Male
GENECIDE,"('Genecide (Earth-616)', 90)",Female
MOONSTONE II/KARLA S,"('Cecilia (S.W.O.R.D.) (Earth-616)', 86)",Female
RAT,"('Zarathos (Earth-616)', 90)",Male
"GREEN, JAMES","('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
"BECKMAN, SARAH","('Marrow (Sarah) (Earth-616)', 86)",Female
KULAN GATH,"('Kulan Gath (Earth-616)', 90)",Male
"GARTH, DONNA","('Simon Garth (Earth-616)', 86)",Male
EXECUTIONER III/BRUT,"('Warren Worthington III (Earth-616)', 86)",Male
KHORYPHOS [ETERNAL],"('Ikaris (Eternal) (Earth-616)', 86)",Male
ASTARTE,"('Astarte (Earth-616)', 90)",Female
SCARLET CENTURION,"('Scarlet Fasinera (Earth-616)', 86)",Female
ANVIL/JOHNNY ANVIL,"('Baby Face Johnny (Earth-616)', 86)",Male
"PIKE, FRISCO","('Cisco Pike (Earth-616)', 86)",Male
"URSULA, LADY","('Lady Vermin (Earth-616)', 86)",Female
BRAIN DRAIN/WERNER S,"('Werner Schmidt (Brain Drain) (Earth-616)', 86)",Male
MAHKIZMO,"('Nasim Rahimov (Earth-616)', 68)",Male
"TUMOLO, DR. JOANNE","('Joanne Tumolo (Earth-616)', 86)",Female
"DRAN, DAMON","('Damon Dran (Earth-616)', 86)",Male
AENTAROS,"('Aentaros (Earth-616)', 90)",Male
OUBLIETTE/,"('Oubliette Midas (Earth-616)', 90)",Female
IRON MAN DOPPELGANGE,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
FIREFLY,"('Fireflyte (Earth-616)', 90)",Female
"PAINE, DR.","('Robert Paine (Earth-616)', 86)",Male
PORTAL/CHARLES LITTL,"('Charles Xavier (Legion Personality) (Earth-616)', 86)",Male
RINGMASTER/MAYNARD T,"('T (Earth-616)', 86)",Female
"SLAVINSKI, SALLY","('Sally Blevins (Earth-616)', 86)",Female
BARAK,"('Barak (Earth-616)', 90)",Male
SPEEDBALL/ROBBIE BAL,"('Bouncer (Speedball Foe) (Earth-616)', 86)",Male
TERMINATOR II/PRINCE,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
"LOBO, LUCKY","('Lobo (Native American) (Earth-616)', 86)",Male
REI,"('May Reilly (Earth-616)', 90)",Female
"PEARSON, MARCY","('Marcy Masterson (Earth-616)', 86)",Female
CHARM,"('Ducharme (Earth-616)', 90)",Female
VIOLENCE/,"('Malevolence (Earth-616)', 80)",Male
BOLT/LAWRENCE EVANS,"('William Evans, Jr. (Earth-616)', 86)",Male
PHAT/BILLY BOB REILL,"('Richie-Bob Guinness (Earth-616)', 86)",Male
TEMPEST/GRANNZ,"('Stephen Strange (Earth-616)', 58)",Male
"MCGIVENEY, BULL","('Bull McGiveney (Earth-616)', 86)",Male
FIRESTAR/ANGELICA JO,"('Angelica Jones (Earth-616)', 65)",Female
PIRANHA II/,"('Shingen Harada II (Earth-616)', 86)",Male
O'DONNELL,"(""Eamon O'Donnell (Earth-616)"", 90)",Male
VERMIN/EDWARD WHELAN,"('Edward Whelan (Earth-616)', 75)",Male
LIBRA IV/,"('Jester IV (Earth-616)', 86)",Male
"HIBBERT, ELLEN","('Ellen Brandt (Earth-616)', 86)",Female
YELLOW CLAW/TZING JA,"('Yellow Claw (Japanese) (Earth-616)', 86)",Male
BLOODWING [SHI'AR],"(""Fang (Shi'ar Prisoner) (Earth-616)"", 86)",Female
"LANDERS, GENA","('Gena Landers (Earth-616)', 86)",Female
VIRGO II,"('Shingen Harada II (Earth-616)', 86)",Male
JUNIPER,"('Jonathan Juniper (Earth-616)', 90)",Male
"SHAW, SHINOBI","('Sebastian Shaw (Earth-616)', 86)",Male
"LYTH'KA, COMMANDER","('Commander Kraken (Earth-616)', 86)",Male
JARELLA,"('Jarella (Earth-616)', 90)",Female
"SCOTT, PETER","('Spider-Man (Peter Parker)', 86)",Male
UATU,"('Uatu (Earth-616)', 90)",Male
"ROGERS, GAYLE","('Captain America (Steven Rogers)', 86)",Male
HULK DOPPELGANGER II,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
CRIMSON COMMANDO/FRA,"('Anton Vanko (Crimson Dynamo) (Earth-616)', 86)",Male
"DEZOAN, JOHN","('John Jonah Jameson (Earth-616)', 86)",Male
"LEQUARRE, GERRY","('Gerry Lequarre (Earth-616)', 86)",Male
KONO,"('Kono Sanada (Earth-616)', 90)",Male
MADAME MASQUE IV,"('Masque (Morlock) (Earth-616)', 86)",Male
NIELS,"('Niels (Earth-616)', 90)",Male
SET,"('Seth (Earth-616)', 90)",Male
"RYCHENKO, MAJ. VALEN","('Jason Macendale Jr. (Earth-616)', 50)",Male
LONKARR,"('Lonkarr (Earth-616)', 90)",Male
X-RAY,"('Beta Ray Bill (Earth-616)', 86)",Male
HULK | MUTANT X-VERS,"('Headhunter (Mutant) (Earth-616)', 86)",Female
SCYTHE/,"('Scythe (Mercenary) (Earth-616)', 90)",Male
VINCENTE/,"('Vincente Fortunato (Earth-616)', 90)",Male
GENII/JASON KIMBALL,"('Jason Macendale Jr. (Earth-616)', 86)",Male
"KLEINSTOCK, SVEN","('Harlan Kleinstock (Earth-616)', 86)",Male
"TRIMPE, HERB","('Herb Bannion (Earth-616)', 86)",Male
HIRO,"('Akihiro (Earth-616)', 90)",Male
CALLISTO | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"GRANT, SILAS II","('Gloria Grant (Earth-616)', 86)",Female
M'KAMBA,"('M-11 (Earth-616)', 86)",Male
JESTER III,"('Warren Worthington III (Earth-616)', 86)",Male
GUARDIAN/JAMES MACDO,"('Wolverine (James \\""Logan\\"" Howlett)', 86)",Male
"KLEINFELDT, LORNA","('Lorna Kleinfeldt (Earth-616)', 86)",Female
REAVER/JOSHUA STRAGG,"('Skullbuster (female Reaver) (Earth-616)', 86)",Female
"EISMAN, BETTY","('Betty Dean (Earth-616)', 86)",Female
MADAME MASQUE II/,"('Masque (Morlock) (Earth-616)', 86)",Male
LADY LARK/LINDA LEWI,"('Lady Elizabeth Braddock (Earth-616)', 86)",Female
TOMAZOOMA II,"('Shingen Harada II (Earth-616)', 86)",Male
"SMITH, WANDA JO BIAL","('Denis Nayland Smith (Earth-616)', 86)",Male
TOI/REXEL TOIVEN,"('Humanoid Experimental Robot B-Type Integrated Electronics (Earth-616)', 50)",Male
GRENDEL'S MOTHER,"('Cecilia (S.W.O.R.D.) (Earth-616)', 86)",Female
VINDIKTOR/,"('Vindiktor (Romanov) (Earth-616)', 90)",Male
LOCOMOTIVE BREATH/LA,"('Stephanie De La Spiroza (Earth-616)', 86)",Female
BROTHER AXE,"('Brother Royal (Earth-616)', 86)",Male
TENEBRAE,"('Bonebreaker (Earth-616)', 68)",Male
SNAKE-EYES,"('Snake-Eyes (Earth-616)', 90)",nan
DOMO,"('Domo (Earth-616)', 90)",Male
"SEVILLE, STACY","('Gwendolyne Stacy (Earth-616)', 86)",Female
"FLINN, LANCELOT LANC","('Lancelot (Iron Fist Ally) (Earth-616)', 86)",Male
"BLOTT, BRIGADIER INK","('Black Brigade (Earth-616)', 55)",Male
"KRYZEWSKI, LEONARD M","('Leonard Kryzewski (Earth-616)', 89)",Male
CASEY,"('Henry Casey (Earth-616)', 90)",Male
PUDDLEGULP,"('Burning Puddle (Earth-616)', 64)",Male
RANDOM II/MARSHALL E,"('Yeti (Weapon P.R.I.M.E.) (Earth-616)', 86)",Male
GORILLA-MAN,"('Spider-Man (Peter Parker)', 86)",Male
CALCULUS/JAHAHAREL P,"('Headstone P. Gravely (Earth-616)', 86)",Male
AZRAEL,"('Azrael (Earth-616)', 90)",Male
CAPTAIN BRITAIN/BRIA,"('Captain America (Steven Rogers)', 86)",Male
BELLADONNA,"('Belladonna (Microverse) (Earth-616)', 90)",Female
"DELACORTE, ARTHUR","('Arthur Maddicks (Earth-616)', 86)",Male
LORD OF LIGHT/BOWEN,"('Sir Percy of Scandia (Earth-616)', 86)",Male
MEDUSA II,"('Shingen Harada II (Earth-616)', 86)",Male
"BARNETT, MIKE","('Mike Trapp (Earth-616)', 86)",Male
CUFFS/,"('Cuffs (Earth-616)', 90)",Female
COBRA/KLAUS VORHEES,"('Klaus Voorhees (Earth-616)', 66)",Male
"LEVINE, ABBY","('Sidney Levine (Earth-616)', 86)",Male
"KONIEV, DMITRI","('Dmitri Smerdyakov (Earth-616)', 86)",Male
BOULDER/,"('Boulder (Outcasts) (Earth-616)', 90)",Male
"SPETSBURO, GEN. YURI","('Ryuki', 54)",Female
"BIRD, TUESDAY","('Bird-Brain (Earth-616)', 86)",Male
JIKEKT,"('Percival Pinkerton (Earth-616)', 60)",Male
WATTS,"('Watts (Earth-616)', 90)",Female
NUGENT,"('Alice Nugent (Earth-616)', 90)",Female
WITHERS,"('Emelia Witherspoon (Earth-616)', 90)",Female
GIBBON/MARTIN BLANK,"('Martin Simon Burns (Earth-616)', 86)",Male
MYSTERIUM/DR. JOSEPH,"('Hammerhead (Joseph) (Earth-616)', 86)",Male
WILD CHILD | MUTANT ,"('Headhunter (Mutant) (Earth-616)', 86)",Female
GALEN,"('Galen-Kor (Earth-616)', 90)",Male
"DONLEAVY, HANNAH","('Hannah Fairmont (Earth-616)', 86)",Female
BAAL II,"('Shingen Harada II (Earth-616)', 86)",Male
"YASHIDA, MARIKO | MU","('Mariko Yashida (Earth-616)', 86)",Female
STAR HAMMER,"('Justin Hammer (Earth-616)', 86)",Male
"SHAW, SAMARRA","('Sebastian Shaw (Earth-616)', 86)",Male
HINDSIGHT LAD/CARLTO,"('Tyr of the Blinding Blade (Earth-616)', 58)",Male
CY-PHYRR 4,"('Sentinel 4 (Earth-616)', 86)",nan
ADAM X,"('Adam Warlock (Earth-616)', 86)",Male
SCRATCH,"('Nicholas Scratch (Earth-616)', 90)",Male
D'SPAYRE,"(""D'Spayre (Earth-616)"", 90)",Male
RINTRAH,"('Rintrah (Earth-616)', 90)",Male
"RICHARDS, NATHANIEL","('Nathaniel Richards (Earth-616)', 86)",Male
CHROMIUM,"('Chromium (Element) (Earth-616)', 90)",nan
NEUROTAP/MICHELLE BA,"('Amp (Michelle) (Earth-616)', 64)",Female
BELDAME,"('Beldame (Earth-616)', 90)",Female
"RENO, AGENT","('Agent X (Nijo) (Earth-616)', 86)",Male
LYLLA,"('Lylla (Earth-616)', 90)",Female
CAT MAN/HORGAN,"('Spider-Man (Peter Parker)', 86)",Male
"BUCKNER, GRANT","('Greer Grant (Earth-616)', 86)",Female
DOMINUS,"('Dominus (Earth-616)', 90)",nan
"FISHER, PROF. FRANCE","('Reno (France) (Earth-616)', 53)",Male
STEEPLEJACK II/MAXWE,"('Seeker II (Inhuman) (Earth-616)', 86)",Male
VISION ,"('Vision (Earth-616)', 90)",Male
VISE/,"('Vise (Earth-616)', 90)",Female
MR. FEAR IV/ALAN FAG,"('Richard Earle Amtower IV (Earth-616)', 86)",Male
MALAN Sometimes spel,"('Mime', 68)",Male
"HILL, GEORGE","('Maria Hill (Earth-616)', 86)",Female
LOCKJAW [INHUMAN],"('Seeker (Inhuman) (Earth-616)', 86)",Male
"BRIDGE, GEORGE WASHI","('George Washington Bridge (Earth-616)', 86)",Male
SLAYER/,"('Alecto (Red Slayer) (Earth-616)', 90)",Male
BELIAL,"('Gregory Belial (Earth-616)', 90)",Male
EXODUS/BENNET DUPARI,"('Bennet du Paris (Earth-616)', 59)",Male
MACHINE MAN/X-51,"('Spider-Man (Peter Parker)', 86)",Male
SWEEPZWEAK,"('Cobweb (Sleepwalker Foe) (Earth-616)', 63)",Male
"TAKAHASHI, REI","('Takashi (The Hand) (Earth-616)', 64)",Male
MAJOR MAPLELEAF/LOUI,"('Thunder (Major Mapleleaf) (Earth-616)', 86)",Male
"HODGE, CAMERON","('Cameron Hodge (Earth-616)', 86)",Male
HERMES [GREEK GOD],"('Hermes Diaktoros (Earth-616)', 86)",Male
"PYRAKH, COMMANDER","('Commander Kraken (Earth-616)', 86)",Male
"GARCIA, REV.","('Jaime Garcia (Earth-616)', 86)",Male
"GALVIN, TOMMY","('Tommy Tyme (Earth-616)', 86)",Male
"PUSHKIN, IVAN","('Ivan Kragoff (Earth-616)', 86)",Male
STINGER III/,"('Warren Worthington III (Earth-616)', 86)",Male
FROG-MAN II/EUGENE P,"('Iron Man (Anthony \\""Tony\\"" Stark)', 86)",Male
BUCKY/BUCKY BARNES,"('James Buchanan Barnes (Earth-616)', 86)",Male
ROSE II/SGT. BLUME,"('Shingen Harada II (Earth-616)', 86)",Male
"BALE, EMERSON","('Emerson Bale (Earth-616)', 86)",Male
INVISIBLE WOMAN DOPP,"('Old Woman (Red Right Hand) (Earth-616)', 86)",Female
"PIERCE, ALEXANDER GO","('Alexander Pierce (Earth-616)', 86)",Male
HEMINGWAY,"('Hemingway (Earth-616)', 90)",Male
NOBLE,"('Peter Noble (Earth-616)', 90)",Male
"KOLE, MICHELLE","('Ramsey Kole (Earth-616)', 86)",Male
"FRASER, DET. KATE","('Katherine Fraser (Earth-616)', 86)",Female
MIDNIGHT III/JEFFREY,"('Warren Worthington III (Earth-616)', 86)",Male
"MUTO, JUNZO","('Junzo Muto (Earth-616)', 86)",Male
ARON [WATCHER],"('Ikor (Watcher) (Earth-616)', 86)",Male
"FENSTER, RICHARD","('Richard Jones (Earth-616)', 86)",Male
"HEDERMAN, LOTTIE","('Lottie Eikenski (Earth-616)', 86)",Female
CATWALK/KIMBERLY DEE,"('Kimberly Dee (Earth-616)', 71)",Female
DRAGONA,"('Dragona (Earth-616)', 90)",Female
SAJA,"('Sajani Jaffrey (Earth-616)', 90)",Female
"DONALDSON, LINDA","('Linda Littletrees (Earth-616)', 86)",Female
"HARRAS, BOB","('Bob (Hydra Agent) (Earth-616)', 86)",Male
"WARKOVSKY, SEN.","('Pyotr Vasilievich Starkovsky (Earth-616)', 71)",Male
CHIMERA II,"('Shingen Harada II (Earth-616)', 86)",Male
BUX,"('Bux (Earth-616)', 90)",Female
"SOUSA, PAUL","('Jean-Paul Beaubier (Earth-616)', 86)",Male
MARVEL BOY VII/DAVID,"('Thelius (Blue Marvel) (Earth-616)', 86)",Male
TORES,"('Miguela Tores (Earth-616)', 90)",Female
ARNSTROM,"('Ian Langstrom (Earth-616)', 79)",Male
SCORCH/TOMMY NG,"('Tommy (Morlock) (Earth-616)', 86)",Female
"FERRARI, CONNIE","('Connie Ferrari (Earth-616)', 86)",Female
"PRAZNIKI, ANNIE","('Arizona Annie (Earth-616)', 86)",Female
"NICHOLS, TOM","('Tom Regal (Earth-616)', 86)",Male
"OXNARD, PHIL","('Phil Grayfield (Earth-616)', 86)",Male
KITANG,"('Kitang (Earth-616)', 90)",Male
DELGADO,"('Francis Xavier Delgado (Earth-616)', 90)",Male
"CARR, DAN","('Calvin Carr (Earth-616)', 86)",Male
"MACTAGGART, JOE","('Joe (Cameraman) (Earth-616)', 86)",Male
TECHNARX,"('Technarx (Heroes Reborn) (Earth-616)', 90)",Male
"SMITH, COL. TOLLIVER","('Denis Nayland Smith (Earth-616)', 86)",Male
WOZ/DEWOZ,"('Dewoz (Earth-616)', 86)",Male
"HORTON, DOUGIE","('John Horton (Earth-616)', 86)",Male
WILDSIDE,"('Wild Sentinels (Earth-616)', 68)",nan
TENPIN/ALVIN HEALEY,"('Alvin Healey (Earth-616)', 73)",Male
VALKIN,"('Valkin (Earth-616)', 90)",Male
JOHNSON,"('Tyrone Johnson (Earth-616)', 90)",Male
ALIOTH,"('Medusalith Amaquelin (Earth-616)', 78)",Female
SALLA,"('Haroun ibn Sallah al-Rashid (Earth-616)', 90)",Male
VOLSTAGG,"('Volstagg (Earth-616)', 90)",Male
SA'TNEEN,"(""Cha'sa'dra (Earth-616)"", 86)",Female
"ROMANOV, MICKEY","('Mickey Fondozzi (Earth-616)', 86)",Male
EMPRESS S'BYLL [SKRU,"('Cecilia (S.W.O.R.D.) (Earth-616)', 86)",Female
RA'AL,"(""Ra'al (Earth-616)"", 90)",Female
MISTER CLEAN,"('Mister Clean (UCWF) (Earth-616)', 90)",Male
DRAGON MAN,"('Dragon Man (Earth-616)', 90)",Male
DETHSTRYK,"('Lord Deathstrike (Earth-616)', 70)",Male
"FIELDS, PROF. WILLIA","('William Robert Reilly (Earth-616)', 57)",Male
"BALLANTINE, DEVON","('Kayla Ballantine (Earth-616)', 86)",Female
"GILBERT, PROFESSOR G","('Professor Cartwright (Earth-616)', 86)",Male
EL AGUILA,"('Abd-el-Hazred (Earth-616)', 86)",Male
"MACKAY, AILSA","('Mary Brown (Karisma) (Earth-616)', 60)",Female
WARBOW/,"('Warbow (Crystalium) (Earth-616)', 90)",Male
DENAK,"('Denak (Earth-616)', 90)",Male
VOLSTAGG | MUTANT X-,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"STACY, NANCY","('Gwendolyne Stacy (Earth-616)', 86)",Female
MAGNETO | MUTANT X-V,"('Headhunter (Mutant) (Earth-616)', 86)",Female
"WIDDOWS, SGT.","('Satan (Black Widow Creator) (Earth-616)', 62)",Male
"BLINK/FERGUSON, CLAR","('Ferguson Blaine (Earth-616)', 69)",Male
"BEDFORD, BRAD HULK","('Hulk (Arcade Robot) (Earth-616)', 86)",nan
"RADCLIFFE, TODD","('Hargood Wilbur Todd Wickham (Earth-616)', 86)",Male
TYPHOID MARY | MUTAN,"('Mary Parker (Simulcrum) (Earth-616)', 86)",Female
MENDICUS,"('Mendicus (Earth-616)', 90)",Male
"PRYDE, CARMEN","('Katherine Pryde (Earth-616)', 86)",Female
"LEFLER, BOB","('Bob (Hydra Agent) (Earth-616)', 86)",Male
MR. X,"('X-51 (Earth-616)', 86)",Male
"HENDERSHOOT, COLONEL","('Colonel Hendershoot (Earth-616)', 86)",Male
DEATHSHIELD/,"('Shiela Whittier (Earth-616)', 70)",Female
ZAWADI,"('Zawadi (Earth-616)', 90)",Female
"CAMPBELL, VALERIE","('Roderick Campbell (Earth-616)', 86)",Male
WHITE DRAGON II,"('White Tiger (Evolved Tiger) (Earth-616)', 86)",Female
KARNAK DOPPELGANGER,"('Peter Parker (Doppelganger) (Earth-616)', 86)",Male
"WATSON, PHILIP","('Mary Jane Watson (Earth-616)', 86)",Female
ICE WORM,"('Worm (Savage Land Mutate) (Earth-616)', 86)",Male
POWELL,"('Christopher Powell (Earth-616)', 90)",Male
SISTER KATRINA,"('Sister Nil (Earth-616)', 86)",Female
MASTER MONARCH/,"('Master Monarch (Earth-616)', 90)",Male
"STRONG, MARTIN HENRY","('Henry McCoy (Skrull) (Earth-616)', 86)",Male
COLDBLOOD/,"('Elsa Bloodstone (Earth-616)', 60)",Female
SUWAN,"('Suwan (Earth-616)', 90)",Female
IKTHON,"('Ikthon (Earth-616)', 90)",Male
"ETZION, GENERAL","('Lieutenant General Fredricks (Earth-616)', 86)",Male
ROM CLONE,"('Rom (Earth-616)', 86)",Male
"WOO, JIMMY","('James Woo (Earth-616)', 86)",Male
JACK,"('Jack Russell (Earth-616)', 90)",Male
BASILISK/BASIL ELKS,"('Basil Frankenstein (Earth-616)', 86)",Male
CYPHER/DOUG RAMSEY,"('Doug Johnson III (Earth-616)', 86)",Male
MISS MASS/,"('Miss Locke (Earth-616)', 86)",Female
RAMSHOT/,"('Phineas Horton (Earth-616)', 64)",Male
BERNARD THE POET,"('Bernard the Poet (Earth-616)', 90)",Male
"GANCE, TABITHA TABBY","('Tabitha Gance (Earth-616)', 77)",Female
"KAISHEK, HAAN","(""Banshee (Phantom Rider's Horse) (Earth-616)"", 62)",Male
"JILLETE, RANDI","('Judith (San Diego) (Earth-616)', 58)",Female
"BENNETT, DANNY","('Bennett Brant (Earth-616)', 86)",Male
"HANCOCK, CALISTA","('John Hancock (Earth-616)', 61)",Male
"RAVEN, HELEN","('Raven Darkholme (Earth-616)', 86)",Female
"PAIBOK, CAPT. [SKRUL","('Paibok (Earth-616)', 59)",Male
"KILGREW, GERARD","('Andr\\u00e9 Gerard (Earth-616)', 86)",Male
P,"('Spider-Man (Peter Parker)', 60)",Male
"KNOBLACH, HANS","('Fiona Knoblach (Earth-616)', 86)",Female
PRETTY PERSUASIONS/H,"('H. Warren Craddock (Skrull) (Earth-616)', 86)",Male
HUMAN TOP/DAVEY MITC,"('Human Torch (Android) (Earth-616)', 86)",Male
"VRIES, KALI","('Karen Lee (Kali) (Earth-616)', 86)",Female
TOM THUMB/THOMAS THO,"('Tom\\u00e1s Ram\\u00edrez (Earth-616)', 86)",Male
